"SUBJECT","NUMBER","INSTRUCTOR","AP","A","AM","BP","B","BM","CP","C","CM","DP","D","DM","F","P","N","OTHER","W","TOT_NON_W"
"J","462.0","Maier, Scott R","0.0","45.0","28.0","41.0","58.0","5.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","183.0"
"J","462.0","McCowan, Karen N","0.0","4.0","6.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"J","462.0","Radcliffe, Damian John","0.0","0.0","12.0","8.0","7.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","32.0"
"J","462.0","Robertson, Lance Ford","0.0","2.0","11.0","10.0","4.0","5.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0"
"J","462.0","Somaini, Francesco ","0.0","0.0","6.0","0.0","4.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","15.0"
"J","462.0","Thier, Kathryn Abigail","4.0","15.0","11.0","9.0","9.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","52.0"
"J","462.0","Tizon, Alex ","0.0","2.0","7.0","2.0","5.0","2.0","2.0","2.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","3.0","26.0"
"J","462.0","Tobar, Hector Martin","1.0","25.0","26.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","65.0"
"J","462.0","Walth, Brent David","0.0","14.0","7.0","14.0","25.0","8.0","5.0","6.0","1.0","0.0","1.0","0.0","5.0","0.0","0.0","0.0","5.0","86.0"
"J","463.0","DeVigal, Andrew DeGuzman","2.0","2.0","3.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","12.0"
"J","463.0","Galloway, Rebecca Roberts","1.0","4.0","5.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","463.0","Maier, Scott R","0.0","10.0","7.0","8.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0"
"J","463.0","Morrison, Daniel Dean","4.0","10.0","16.0","8.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","42.0"
"J","463.0","Radcliffe, Damian John","1.0","10.0","32.0","16.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0"
"J","463.0","Russial, John ","1.0","1.0","3.0","5.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"J","463.0","Thier, Kathryn Abigail","0.0","7.0","8.0","5.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0"
"J","463.0","Tizon, Alex ","0.0","2.0","1.0","3.0","3.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","463.0","Walth, Brent David","0.0","9.0","4.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"J","463.0","Welch, Robert Stephen","0.0","0.0","4.0","2.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","463.0","Wheeler, Thomas ","5.0","22.0","6.0","5.0","4.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0"
"J","464.0","Asbury, Steven Bradford","0.0","0.0","5.0","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","16.0"
"J","466.0","Kjellstrand, Torsten Clifford","0.0","29.0","15.0","12.0","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","67.0"
"J","466.0","Park, Sung Jin","0.0","11.0","29.0","29.0","17.0","14.0","9.0","4.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","4.0","117.0"
"J","466.0","Pietsch, Christopher Laurin","0.0","2.0","3.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","467.0","Awino, Irene Dorothy","0.0","2.0","3.0","5.0","9.0","5.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","26.0"
"J","467.0","Chavez, Christopher Anthony","0.0","5.0","2.0","5.0","3.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0"
"J","467.0","Fisher, Irma Jolene","0.0","8.0","11.0","7.0","1.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","33.0"
"J","467.0","Martinez, Gabriela ","0.0","49.0","78.0","20.0","9.0","13.0","6.0","0.0","4.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","4.0","185.0"
"J","467.0","Miller, Daniel Lee","14.0","50.0","52.0","30.0","31.0","20.0","6.0","14.0","4.0","0.0","0.0","0.0","3.0","0.0","0.0","3.0","7.0","227.0"
"J","467.0","Ofori-Parku, Sylvester Justice Senyo","0.0","6.0","15.0","15.0","22.0","4.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","67.0"
"J","467.0","Ok, HyeRyoung ","2.0","46.0","62.0","68.0","19.0","6.0","1.0","0.0","1.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","208.0"
"J","467.0","Sen, Biswarup ","0.0","24.0","51.0","66.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","151.0"
"J","467.0","Workneh, Tewodros Workalemahu","0.0","16.0","11.0","20.0","27.0","15.0","11.0","6.0","1.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","7.0","111.0"
"J","467.0","Youm, Kyuho ","0.0","2.0","4.0","3.0","4.0","5.0","11.0","8.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","7.0","42.0"
"J","468.0","Russial, John ","0.0","7.0","12.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0"
"J","469.0","Dahmen, Nicole Elise Smith","16.0","27.0","3.0","4.0","6.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.0"
"J","472.0","Heyamoto, Lisa Joy","0.0","0.0","4.0","13.0","3.0","5.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","26.0"
"J","472.0","Tobar, Hector Martin","1.0","5.0","3.0","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","474.0","Wheeler, Thomas ","1.0","10.0","19.0","22.0","19.0","6.0","10.0","10.0","4.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","1.0","105.0"
"J","475.0","Heyamoto, Lisa Joy","1.0","48.0","49.0","18.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","129.0"
"J","475.0","Milbourn, Mark Todd","0.0","17.0","18.0","4.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.0"
"J","476.0","Asbury, Steven Bradford","0.0","3.0","7.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","17.0"
"J","480.0","Honda, Laurie Phillips","0.0","0.0","2.0","0.0","5.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","13.0"
"J","480.0","Kuttis, Kathryn Aileen","0.0","1.0","4.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","480.0","Matthews, Kelli Irene","1.0","21.0","36.0","20.0","5.0","3.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","90.0"
"J","483.0","Anderson Wright, Kristen Leigh","0.0","0.0","4.0","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","483.0","Hart, Melissa Marie","0.0","7.0","4.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.0"
"J","483.0","Laufer, Peter David","0.0","14.0","8.0","5.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0"
"J","483.0","McMichaels, Robert Edward","0.0","6.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"J","483.0","Steffen, Susan Annette","0.0","1.0","5.0","5.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"J","483.0","Thoele, Michael David","0.0","12.0","40.0","54.0","32.0","7.0","5.0","1.0","2.0","0.0","1.0","0.0","5.0","0.0","0.0","0.0","4.0","159.0"
"J","483.0","Tizon, Alex ","1.0","5.0","16.0","14.0","15.0","6.0","6.0","6.0","2.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","74.0"
"J","494.0","Ames Dionisio, Wendy Marie","1.0","21.0","32.0","20.0","15.0","16.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.0"
"J","494.0","Ertem Eray, Tugce ","1.0","4.0","3.0","2.0","4.0","5.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","22.0"
"J","494.0","Lee, Tae Ho ","0.0","37.0","24.0","10.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","73.0"
"J","494.0","Pompper, Donnalyn ","3.0","38.0","54.0","35.0","18.0","6.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","159.0"
"J","494.0","Shafer, Autumn Starr","22.0","94.0","113.0","111.0","61.0","15.0","6.0","5.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","429.0"
"J","494.0","Shoenberger, Heather Rae","18.0","122.0","37.0","15.0","21.0","10.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","226.0"
"J","494.0","Tefertiller, Alec Charles","0.0","11.0","5.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0"
"J","494.0","Thompson, Esi Eduwaa","0.0","3.0","4.0","6.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0"
"J","495.0","Brett, Kevin Myers","0.0","8.0","15.0","13.0","33.0","6.0","5.0","5.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","87.0"
"J","495.0","Bybee, Carl ","7.0","15.0","17.0","12.0","16.0","3.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","76.0"
"J","495.0","Ciszek, Erica Lynn","0.0","8.0","36.0","31.0","7.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","89.0"
"J","495.0","Curtin, Patricia Ann","0.0","8.0","13.0","7.0","29.0","4.0","1.0","2.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0","66.0"
"J","495.0","Del Rosso, Teressa Leigh","3.0","5.0","4.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"J","495.0","Gangadharbatla, Harshavardhan S","0.0","7.0","38.0","23.0","14.0","22.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","109.0"
"J","495.0","Lockwood, Tammra Jo","0.0","7.0","25.0","28.0","33.0","30.0","12.0","13.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","152.0"
"J","495.0","Schwartz, Jennifer Trinneer","0.0","6.0","31.0","22.0","7.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","68.0"
"J","496.0","Alilunas, Peter Kenneth","1.0","21.0","5.0","9.0","3.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","45.0"
"J","496.0","Bean, Matthew Paul","0.0","4.0","5.0","7.0","4.0","2.0","0.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","26.0"
"J","496.0","Bivins, Thomas Harvey","57.0","55.0","15.0","5.0","29.0","4.0","2.0","5.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","3.0","174.0"
"J","496.0","Gallicano, Tiffany Derville","0.0","5.0","8.0","6.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","30.0"
"J","496.0","Swartz, Jeremy David","0.0","3.0","8.0","6.0","4.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","26.0"
"J","496.0","Wheeler, Thomas ","1.0","5.0","4.0","4.0","9.0","5.0","0.0","8.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","38.0"
"J","496.0","Youm, Kyuho ","3.0","6.0","7.0","14.0","39.0","19.0","12.0","14.0","4.0","0.0","1.0","3.0","12.0","0.0","0.0","0.0","19.0","134.0"
"J","508.0","Milbourn, Mark Todd","0.0","2.0","12.0","7.0","5.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0"
"J","508.0","Park, Sung Jin","0.0","5.0","4.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","561.0","Milbourn, Mark Todd","0.0","3.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.0"
"J","561.0","Russial, John ","0.0","4.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","562.0","Shontz, Lori Marie","0.0","7.0","6.0","3.0","3.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","24.0"
"J","583.0","Laufer, Peter David","1.0","3.0","5.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","608.0","Kray, Steven Vaughn","0.0","2.0","0.0","3.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0"
"J","610.0","Curtin, Patricia Ann","0.0","22.0","11.0","3.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0"
"J","610.0","Davis, Donna Zimmerman","0.0","13.0","8.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","26.0"
"J","610.0","Granholm, Gudrun Kitty","2.0","10.0","10.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0"
"J","610.0","Kessler, Lauren J","1.0","3.0","6.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"J","610.0","Lawrence, Regina Greenwood","0.0","0.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0"
"J","610.0","Lewis, Seth Corwin","1.0","5.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","11.0"
"J","610.0","Matthews, Kelli Irene","6.0","6.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0"
"J","610.0","Newton, Julie ","7.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"J","610.0","Pope, Wesley Ralph","4.0","11.0","6.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0"
"J","610.0","Sheehan, Kim Bartel","1.0","8.0","5.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0"
"J","610.0","Wasko, Janet ","0.0","27.0","16.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","52.0"
"J","610.0","Wyatt, Wendy Noel","0.0","4.0","2.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","12.0"
"J","611.0","Davis, Donna Zimmerman","2.0","37.0","14.0","7.0","13.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","77.0"
"J","611.0","Lawrence, Regina Greenwood","0.0","7.0","5.0","4.0","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","24.0"
"J","611.0","Maier, Scott R","1.0","31.0","20.0","15.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","80.0"
"J","611.0","Newton, Julie ","8.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0"
"J","613.0","Wasko, Janet ","0.0","11.0","7.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","20.0"
"J","614.0","Sheehan, Kim Bartel","0.0","9.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"J","616.0","Buratti, Brenda Ann","12.0","7.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0"
"J","621.0","Munther, Courtney Christine Hunt","0.0","8.0","4.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","14.0"
"J","621.0","O Connor, Maureen Claire","0.0","8.0","9.0","9.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","31.0"
"J","623.0","Davis, Donna Zimmerman","4.0","10.0","7.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","26.0"
"J","624.0","Granholm, Gudrun Kitty","0.0","13.0","15.0","3.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0"
"J","624.0","Hart, Erin Birx","0.0","2.0","2.0","2.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","624.0","Matthews, Kelli Irene","0.0","5.0","4.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","626.0","Haviland, Suzanne E","0.0","12.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0"
"J","638.0","Kessler, Lauren J","2.0","4.0","1.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"J","640.0","Curtin, Patricia Ann","0.0","12.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0"
"J","641.0","Chavez, Christopher Anthony","0.0","23.0","21.0","7.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0"
"J","641.0","Curtin, Patricia Ann","0.0","7.0","4.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"J","642.0","Russial, John ","1.0","54.0","34.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","95.0"
"J","","Dahmen, Nicole Elise Smith","0.0","5.0","9.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0"
"J","","Sheehan, Kim Bartel","5.0","28.0","15.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0"
"J","","Wasko, Janet ","0.0","0.0","3.0","7.0","7.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0"
"J","","Chavez, Christopher Anthony","0.0","7.0","6.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"J","","Curtin, Patricia Ann","1.0","11.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0"
"J","","Dahmen, Nicole Elise Smith","0.0","5.0","5.0","6.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0"
"J","","Hanna, Erin Melissa","4.0","14.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0"
"J","","Mundy, Dean Edward","0.0","9.0","4.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0"
"J","","Newton, Julie ","8.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","22.0"
"J","","Wheeler, Thomas ","1.0","3.0","7.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
